01, -98.25, -544.88, 152.51, 46.45, 27.82, -18.68
02, -98.25, -544.88, 152.51, 46.45, 27.82, -18.68
03, -98.25, -544.88, 152.51, 46.45, 27.82, -18.68
04, -98.25, -544.88, 152.51, 46.45, 27.82, -18.68
05, -125.06, -516.39, 90.49, 26.27, 29.86, -67.73
